,date,shop,brand,container,quantity,capacity,sales
4557,2016-03-31,shop_4,lemon-boost,glass,42613,500ml,26393.19
4558,2016-03-31,shop_4,lemon-boost,plastic,28138,1.5lt,29010.31
4559,2016-03-31,shop_4,lemon-boost,can,21979,330ml,13016.6
4560,2016-03-31,shop_3,kinder-cola,glass,11126,500ml,14249.46
4561,2016-03-31,shop_3,kinder-cola,plastic,6935,1.5lt,22522.05
4562,2016-03-31,shop_3,kinder-cola,can,10818,330ml,9134.07
4563,2016-03-31,shop_3,adult-cola,glass,17276,500ml,19019.17
4564,2016-03-31,shop_3,adult-cola,plastic,9960,1.5lt,29039.1
4565,2016-03-31,shop_3,adult-cola,can,21458,330ml,12961.17
4566,2016-03-31,shop_3,orange-power,glass,5891,500ml,7520.74
4567,2016-03-31,shop_3,orange-power,plastic,5692,1.5lt,16309.54
4568,2016-03-31,shop_3,orange-power,can,21752,330ml,11674.85
4569,2016-03-31,shop_3,gazoza,glass,40876,500ml,20548.24
4570,2016-03-31,shop_3,gazoza,plastic,11996,1.5lt,17954.41
4571,2016-03-31,shop_3,gazoza,can,53684,330ml,11933.13
4572,2016-03-31,shop_3,lemon-boost,glass,5571,500ml,7800.9
4573,2016-03-31,shop_3,lemon-boost,plastic,12634,1.5lt,22598.51
4574,2016-03-31,shop_3,lemon-boost,can,11839,330ml,8324.48
4590,2016-04-30,shop_1,kinder-cola,glass,13372,500ml,18099.18
4591,2016-04-30,shop_1,kinder-cola,plastic,15127,1.5lt,36178.0
4592,2016-04-30,shop_1,kinder-cola,can,23681,330ml,11871.19
4593,2016-04-30,shop_1,adult-cola,glass,26774,500ml,28829.24
4594,2016-04-30,shop_1,adult-cola,plastic,16408,1.5lt,45139.94
4595,2016-04-30,shop_1,adult-cola,can,29011,330ml,18944.33
4596,2016-04-30,shop_1,orange-power,glass,47222,500ml,34708.61
4597,2016-04-30,shop_1,orange-power,plastic,22811,1.5lt,41438.31
4598,2016-04-30,shop_1,orange-power,can,43138,330ml,21513.68
4599,2016-04-30,shop_1,gazoza,glass,28405,500ml,21197.37
4600,2016-04-30,shop_1,gazoza,plastic,34203,1.5lt,34894.49
4601,2016-04-30,shop_1,gazoza,can,48723,330ml,15722.77
4602,2016-04-30,shop_1,lemon-boost,glass,18603,500ml,19096.78
4603,2016-04-30,shop_1,lemon-boost,plastic,13331,1.5lt,27327.76
4604,2016-04-30,shop_1,lemon-boost,can,27612,330ml,16181.62
4605,2016-04-30,shop_2,kinder-cola,glass,14114,500ml,21152.65
4606,2016-04-30,shop_2,kinder-cola,plastic,14967,1.5lt,44328.62
4607,2016-04-30,shop_2,kinder-cola,can,15167,330ml,14490.05
4608,2016-04-30,shop_2,adult-cola,glass,46122,500ml,31948.15
4609,2016-04-30,shop_2,adult-cola,plastic,14284,1.5lt,46011.29
4610,2016-04-30,shop_2,adult-cola,can,38926,330ml,25825.58
4611,2016-04-30,shop_2,orange-power,glass,31589,500ml,31366.91
4612,2016-04-30,shop_2,orange-power,plastic,25568,1.5lt,46165.78
4613,2016-04-30,shop_2,orange-power,can,36475,330ml,21444.77
4614,2016-04-30,shop_2,gazoza,glass,52600,500ml,30476.07
4615,2016-04-30,shop_2,gazoza,plastic,32631,1.5lt,37715.59
4616,2016-04-30,shop_2,gazoza,can,60940,330ml,21033.91
4617,2016-04-30,shop_2,lemon-boost,glass,27550,500ml,27326.79
4618,2016-04-30,shop_2,lemon-boost,plastic,23724,1.5lt,43489.1
4619,2016-04-30,shop_2,lemon-boost,can,22549,330ml,14027.11
4620,2016-04-30,shop_6,kinder-cola,glass,24856,500ml,32401.56
4621,2016-04-30,shop_6,kinder-cola,plastic,30729,1.5lt,42936.6
4622,2016-04-30,shop_6,kinder-cola,can,35318,330ml,22401.33
4623,2016-04-30,shop_6,adult-cola,glass,39543,500ml,43860.41
4624,2016-04-30,shop_6,adult-cola,plastic,38594,1.5lt,71822.76
4625,2016-04-30,shop_6,adult-cola,can,59700,330ml,35875.11
4626,2016-04-30,shop_6,orange-power,glass,35637,500ml,37238.68
4627,2016-04-30,shop_6,orange-power,plastic,36537,1.5lt,71317.46
4628,2016-04-30,shop_6,orange-power,can,69740,330ml,32013.27
4629,2016-04-30,shop_6,gazoza,glass,73644,500ml,47579.4
4630,2016-04-30,shop_6,gazoza,plastic,53209,1.5lt,56152.16
4631,2016-04-30,shop_6,gazoza,can,50529,330ml,20414.04
4632,2016-04-30,shop_6,lemon-boost,glass,46529,500ml,34813.78
4633,2016-04-30,shop_6,lemon-boost,plastic,28491,1.5lt,57953.73
4634,2016-04-30,shop_6,lemon-boost,can,42083,330ml,22268.12
4635,2016-04-30,shop_4,kinder-cola,glass,9949,500ml,17012.88
4636,2016-04-30,shop_4,kinder-cola,plastic,13373,1.5lt,47160.74
4637,2016-04-30,shop_4,kinder-cola,can,18285,330ml,16158.71
4638,2016-04-30,shop_4,adult-cola,glass,46262,500ml,44453.43
4639,2016-04-30,shop_4,adult-cola,plastic,20217,1.5lt,61160.94
4640,2016-04-30,shop_4,adult-cola,can,45811,330ml,27450.51
4641,2016-04-30,shop_4,orange-power,glass,32520,500ml,33265.16
4642,2016-04-30,shop_4,orange-power,plastic,37834,1.5lt,53149.04
4643,2016-04-30,shop_4,orange-power,can,46090,330ml,23618.99
4644,2016-04-30,shop_4,gazoza,glass,55455,500ml,37462.01
4645,2016-04-30,shop_4,gazoza,plastic,27020,1.5lt,34832.12
4646,2016-04-30,shop_4,gazoza,can,62602,330ml,21244.83
4647,2016-04-30,shop_4,lemon-boost,glass,20327,500ml,22833.8
4648,2016-04-30,shop_4,lemon-boost,plastic,24035,1.5lt,43400.77
4649,2016-04-30,shop_4,lemon-boost,can,39147,330ml,21869.36
4650,2016-04-30,shop_3,kinder-cola,glass,10379,500ml,14632.51
4651,2016-04-30,shop_3,kinder-cola,plastic,11779,1.5lt,26667.9
4652,2016-04-30,shop_3,kinder-cola,can,15087,330ml,13909.98
4653,2016-04-30,shop_3,adult-cola,glass,11005,500ml,16008.85
4654,2016-04-30,shop_3,adult-cola,plastic,8478,1.5lt,29954.62
4655,2016-04-30,shop_3,adult-cola,can,29265,330ml,16379.61
4656,2016-04-30,shop_3,orange-power,glass,27653,500ml,23767.93
4657,2016-04-30,shop_3,orange-power,plastic,21336,1.5lt,35682.08
4658,2016-04-30,shop_3,orange-power,can,25883,330ml,14387.59
4659,2016-04-30,shop_3,gazoza,glass,29135,500ml,19676.41
4660,2016-04-30,shop_3,gazoza,plastic,36476,1.5lt,19179.62
4661,2016-04-30,shop_3,gazoza,can,49960,330ml,13604.53
4662,2016-04-30,shop_3,lemon-boost,glass,26155,500ml,20079.05
4663,2016-04-30,shop_3,lemon-boost,plastic,10560,1.5lt,28473.41
4664,2016-04-30,shop_3,lemon-boost,can,16345,330ml,9614.42
4680,2016-05-31,shop_1,kinder-cola,glass,9919,500ml,17110.55
4681,2016-05-31,shop_1,kinder-cola,plastic,18116,1.5lt,41090.31
4682,2016-05-31,shop_1,kinder-cola,can,22445,330ml,16739.56
4683,2016-05-31,shop_1,adult-cola,glass,32772,500ml,34027.78
4684,2016-05-31,shop_1,adult-cola,plastic,17305,1.5lt,42880.09
4685,2016-05-31,shop_1,adult-cola,can,47876,330ml,20728.85
4686,2016-05-31,shop_1,orange-power,glass,51367,500ml,40068.44
4687,2016-05-31,shop_1,orange-power,plastic,36871,1.5lt,43105.16
4688,2016-05-31,shop_1,orange-power,can,29210,330ml,17809.38
4689,2016-05-31,shop_1,gazoza,glass,41103,500ml,27965.5
4690,2016-05-31,shop_1,gazoza,plastic,43902,1.5lt,34623.13
4691,2016-05-31,shop_1,gazoza,can,47516,330ml,17497.71
4692,2016-05-31,shop_1,lemon-boost,glass,20568,500ml,19610.04
4693,2016-05-31,shop_1,lemon-boost,plastic,15130,1.5lt,35458.14
4694,2016-05-31,shop_1,lemon-boost,can,27360,330ml,18011.09
4695,2016-05-31,shop_2,kinder-cola,glass,15423,500ml,23481.16
4696,2016-05-31,shop_2,kinder-cola,plastic,17282,1.5lt,49243.63
4697,2016-05-31,shop_2,kinder-cola,can,19440,330ml,17988.01
4698,2016-05-31,shop_2,adult-cola,glass,31775,500ml,34798.49
4699,2016-05-31,shop_2,adult-cola,plastic,23025,1.5lt,67536.63
4700,2016-05-31,shop_2,adult-cola,can,37935,330ml,26237.47
4701,2016-05-31,shop_2,orange-power,glass,49970,500ml,41150.7
4702,2016-05-31,shop_2,orange-power,plastic,35982,1.5lt,59177.61
4703,2016-05-31,shop_2,orange-power,can,40024,330ml,24077.61
4704,2016-05-31,shop_2,gazoza,glass,57258,500ml,34652.98
4705,2016-05-31,shop_2,gazoza,plastic,42295,1.5lt,49103.94
4706,2016-05-31,shop_2,gazoza,can,53194,330ml,19706.1
4707,2016-05-31,shop_2,lemon-boost,glass,12376,500ml,16530.93
4708,2016-05-31,shop_2,lemon-boost,plastic,31571,1.5lt,40947.53
4709,2016-05-31,shop_2,lemon-boost,can,25738,330ml,17479.48
4710,2016-05-31,shop_6,kinder-cola,glass,23318,500ml,36006.91
4711,2016-05-31,shop_6,kinder-cola,plastic,23882,1.5lt,66944.62
4712,2016-05-31,shop_6,kinder-cola,can,30002,330ml,24163.49
4713,2016-05-31,shop_6,adult-cola,glass,53132,500ml,53506.36
4714,2016-05-31,shop_6,adult-cola,plastic,37078,1.5lt,82997.66
4715,2016-05-31,shop_6,adult-cola,can,33563,330ml,29702.58
4716,2016-05-31,shop_6,orange-power,glass,54337,500ml,50913.23
4717,2016-05-31,shop_6,orange-power,plastic,54253,1.5lt,80344.82
4718,2016-05-31,shop_6,orange-power,can,103579,330ml,37491.86
4719,2016-05-31,shop_6,gazoza,glass,61157,500ml,42111.91
4720,2016-05-31,shop_6,gazoza,plastic,43028,1.5lt,56297.4
4721,2016-05-31,shop_6,gazoza,can,55972,330ml,23929.59
4722,2016-05-31,shop_6,lemon-boost,glass,43913,500ml,39147.56
4723,2016-05-31,shop_6,lemon-boost,plastic,26432,1.5lt,60852.95
4724,2016-05-31,shop_6,lemon-boost,can,39228,330ml,25488.79
4725,2016-05-31,shop_4,kinder-cola,glass,18250,500ml,28734.91
4726,2016-05-31,shop_4,kinder-cola,plastic,13811,1.5lt,45521.77
4727,2016-05-31,shop_4,kinder-cola,can,18783,330ml,18754.91
4728,2016-05-31,shop_4,adult-cola,glass,32570,500ml,41516.34
4729,2016-05-31,shop_4,adult-cola,plastic,36650,1.5lt,68123.1
4730,2016-05-31,shop_4,adult-cola,can,33201,330ml,26062.83
4731,2016-05-31,shop_4,orange-power,glass,32674,500ml,34068.37
4732,2016-05-31,shop_4,orange-power,plastic,45449,1.5lt,72090.8
4733,2016-05-31,shop_4,orange-power,can,59254,330ml,30065.97
4734,2016-05-31,shop_4,gazoza,glass,34273,500ml,26423.45
4735,2016-05-31,shop_4,gazoza,plastic,40900,1.5lt,48137.51
4736,2016-05-31,shop_4,gazoza,can,54290,330ml,21248.55
4737,2016-05-31,shop_4,lemon-boost,glass,30258,500ml,30936.52
4738,2016-05-31,shop_4,lemon-boost,plastic,25517,1.5lt,51647.8
4739,2016-05-31,shop_4,lemon-boost,can,49024,330ml,25171.2
4740,2016-05-31,shop_3,kinder-cola,glass,18560,500ml,15285.43
4741,2016-05-31,shop_3,kinder-cola,plastic,8851,1.5lt,32893.71
4742,2016-05-31,shop_3,kinder-cola,can,10929,330ml,10453.21
4743,2016-05-31,shop_3,adult-cola,glass,23588,500ml,26503.24
4744,2016-05-31,shop_3,adult-cola,plastic,27820,1.5lt,27500.44
4745,2016-05-31,shop_3,adult-cola,can,57236,330ml,8996.96
4746,2016-05-31,shop_3,orange-power,glass,36608,500ml,26971.77
4747,2016-05-31,shop_3,orange-power,plastic,15968,1.5lt,33680.23
4748,2016-05-31,shop_3,orange-power,can,53109,330ml,15498.5
4749,2016-05-31,shop_3,gazoza,glass,29363,500ml,20994.91
4750,2016-05-31,shop_3,gazoza,plastic,25343,1.5lt,30724.69
4751,2016-05-31,shop_3,gazoza,can,18357,330ml,8598.97
4752,2016-05-31,shop_3,lemon-boost,glass,17582,500ml,17381.47
4753,2016-05-31,shop_3,lemon-boost,plastic,21766,1.5lt,34261.27
4754,2016-05-31,shop_3,lemon-boost,can,18030,330ml,10821.38
4770,2016-06-30,shop_1,kinder-cola,glass,17677,500ml,24443.19
4771,2016-06-30,shop_1,kinder-cola,plastic,15571,1.5lt,43551.66
4772,2016-06-30,shop_1,kinder-cola,can,16515,330ml,15186.79
4773,2016-06-30,shop_1,adult-cola,glass,20077,500ml,27772.44
4774,2016-06-30,shop_1,adult-cola,plastic,15162,1.5lt,49615.31
4775,2016-06-30,shop_1,adult-cola,can,41136,330ml,25131.02
4776,2016-06-30,shop_1,orange-power,glass,39166,500ml,34978.59
4777,2016-06-30,shop_1,orange-power,plastic,26675,1.5lt,50137.01
4778,2016-06-30,shop_1,orange-power,can,45884,330ml,23924.02
4779,2016-06-30,shop_1,gazoza,glass,63073,500ml,36008.81
4780,2016-06-30,shop_1,gazoza,plastic,36530,1.5lt,43721.02
4781,2016-06-30,shop_1,gazoza,can,60959,330ml,21526.55
4782,2016-06-30,shop_1,lemon-boost,glass,19961,500ml,22641.96
4783,2016-06-30,shop_1,lemon-boost,plastic,24948,1.5lt,38391.78
4784,2016-06-30,shop_1,lemon-boost,can,26884,330ml,16641.81
4785,2016-06-30,shop_2,kinder-cola,glass,29287,500ml,32965.58
4786,2016-06-30,shop_2,kinder-cola,plastic,14989,1.5lt,49469.96
4787,2016-06-30,shop_2,kinder-cola,can,36302,330ml,25032.55
4788,2016-06-30,shop_2,adult-cola,glass,36324,500ml,44436.51
4789,2016-06-30,shop_2,adult-cola,plastic,24782,1.5lt,68614.96
4790,2016-06-30,shop_2,adult-cola,can,48478,330ml,31280.57
4791,2016-06-30,shop_2,orange-power,glass,45825,500ml,43380.02
4792,2016-06-30,shop_2,orange-power,plastic,27348,1.5lt,62291.74
4793,2016-06-30,shop_2,orange-power,can,70438,330ml,28448.2
4794,2016-06-30,shop_2,gazoza,glass,45833,500ml,33702.03
4795,2016-06-30,shop_2,gazoza,plastic,40638,1.5lt,45586.51
4796,2016-06-30,shop_2,gazoza,can,76681,330ml,26090.57
4797,2016-06-30,shop_2,lemon-boost,glass,35563,500ml,34368.09
4798,2016-06-30,shop_2,lemon-boost,plastic,28832,1.5lt,57671.96
4799,2016-06-30,shop_2,lemon-boost,can,49367,330ml,23373.46
4800,2016-06-30,shop_6,kinder-cola,glass,42323,500ml,45992.39
4801,2016-06-30,shop_6,kinder-cola,plastic,25116,1.5lt,68580.07
4802,2016-06-30,shop_6,kinder-cola,can,37881,330ml,31808.91
4803,2016-06-30,shop_6,adult-cola,glass,49425,500ml,49107.41
4804,2016-06-30,shop_6,adult-cola,plastic,35934,1.5lt,94516.52
4805,2016-06-30,shop_6,adult-cola,can,47109,330ml,36003.88
4806,2016-06-30,shop_6,orange-power,glass,63332,500ml,57611.66
4807,2016-06-30,shop_6,orange-power,plastic,57500,1.5lt,85553.03
4808,2016-06-30,shop_6,orange-power,can,105180,330ml,37704.12
4809,2016-06-30,shop_6,gazoza,glass,96549,500ml,62852.16
4810,2016-06-30,shop_6,gazoza,plastic,59397,1.5lt,64016.4
4811,2016-06-30,shop_6,gazoza,can,87404,330ml,32047.51
4812,2016-06-30,shop_6,lemon-boost,glass,69930,500ml,47088.48
4813,2016-06-30,shop_6,lemon-boost,plastic,26595,1.5lt,59140.77
4814,2016-06-30,shop_6,lemon-boost,can,70413,330ml,30315.84
4815,2016-06-30,shop_4,kinder-cola,glass,28788,500ml,32799.56
4816,2016-06-30,shop_4,kinder-cola,plastic,18421,1.5lt,60461.39
4817,2016-06-30,shop_4,kinder-cola,can,28301,330ml,22294.21
4818,2016-06-30,shop_4,adult-cola,glass,30693,500ml,40014.43
4819,2016-06-30,shop_4,adult-cola,plastic,37665,1.5lt,78682.89
4820,2016-06-30,shop_4,adult-cola,can,71653,330ml,34681.75
4821,2016-06-30,shop_4,orange-power,glass,58865,500ml,46198.95
4822,2016-06-30,shop_4,orange-power,plastic,78764,1.5lt,34467.08
4823,2016-06-30,shop_4,orange-power,can,53237,330ml,29137.0
4824,2016-06-30,shop_4,gazoza,glass,40645,500ml,31203.0
4825,2016-06-30,shop_4,gazoza,plastic,36273,1.5lt,46330.97
4826,2016-06-30,shop_4,gazoza,can,54360,330ml,22782.38
4827,2016-06-30,shop_4,lemon-boost,glass,33752,500ml,33044.93
4828,2016-06-30,shop_4,lemon-boost,plastic,29657,1.5lt,59684.91
4829,2016-06-30,shop_4,lemon-boost,can,45197,330ml,22969.29
4830,2016-06-30,shop_3,kinder-cola,glass,12511,500ml,19794.1
4831,2016-06-30,shop_3,kinder-cola,plastic,6087,1.5lt,26341.31
4832,2016-06-30,shop_3,kinder-cola,can,23539,330ml,16764.28
4833,2016-06-30,shop_3,adult-cola,glass,28610,500ml,25782.74
4834,2016-06-30,shop_3,adult-cola,plastic,26190,1.5lt,56076.0
4835,2016-06-30,shop_3,adult-cola,can,33923,330ml,21576.33
4836,2016-06-30,shop_3,orange-power,glass,37453,500ml,32112.04
4837,2016-06-30,shop_3,orange-power,plastic,20510,1.5lt,43280.34
4838,2016-06-30,shop_3,orange-power,can,56526,330ml,19163.97
4839,2016-06-30,shop_3,gazoza,glass,39982,500ml,26852.52
4840,2016-06-30,shop_3,gazoza,plastic,24682,1.5lt,31387.85
4841,2016-06-30,shop_3,gazoza,can,37206,330ml,15009.87
4842,2016-06-30,shop_3,lemon-boost,glass,43709,500ml,15173.91
4843,2016-06-30,shop_3,lemon-boost,plastic,14784,1.5lt,28495.9
4844,2016-06-30,shop_3,lemon-boost,can,32957,330ml,17602.66
4860,2016-07-31,shop_1,kinder-cola,glass,18004,500ml,26130.76
4861,2016-07-31,shop_1,kinder-cola,plastic,21809,1.5lt,46636.9
4862,2016-07-31,shop_1,kinder-cola,can,38098,330ml,20514.65
4863,2016-07-31,shop_1,adult-cola,glass,33449,500ml,32716.29
4864,2016-07-31,shop_1,adult-cola,plastic,15747,1.5lt,53408.2
4865,2016-07-31,shop_1,adult-cola,can,43422,330ml,30178.34
4866,2016-07-31,shop_1,orange-power,glass,58718,500ml,41415.37
4867,2016-07-31,shop_1,orange-power,plastic,35061,1.5lt,49687.66
4868,2016-07-31,shop_1,orange-power,can,41847,330ml,25020.62
4869,2016-07-31,shop_1,gazoza,glass,55250,500ml,37140.37
4870,2016-07-31,shop_1,gazoza,plastic,37307,1.5lt,43259.39
4871,2016-07-31,shop_1,gazoza,can,55087,330ml,19748.89
4872,2016-07-31,shop_1,lemon-boost,glass,50591,500ml,35308.91
4873,2016-07-31,shop_1,lemon-boost,plastic,32937,1.5lt,41594.58
4874,2016-07-31,shop_1,lemon-boost,can,39691,330ml,21265.52
4875,2016-07-31,shop_2,kinder-cola,glass,22445,500ml,32963.46
4876,2016-07-31,shop_2,kinder-cola,plastic,26296,1.5lt,58945.9
4877,2016-07-31,shop_2,kinder-cola,can,26321,330ml,22246.09
4878,2016-07-31,shop_2,adult-cola,glass,30848,500ml,41276.4
4879,2016-07-31,shop_2,adult-cola,plastic,22668,1.5lt,66287.2
4880,2016-07-31,shop_2,adult-cola,can,42350,330ml,31780.45
4881,2016-07-31,shop_2,orange-power,glass,63290,500ml,56326.94
4882,2016-07-31,shop_2,orange-power,plastic,46721,1.5lt,63253.01
4883,2016-07-31,shop_2,orange-power,can,103792,330ml,26619.84
4884,2016-07-31,shop_2,gazoza,glass,57343,500ml,40537.26
4885,2016-07-31,shop_2,gazoza,plastic,45690,1.5lt,55519.42
4886,2016-07-31,shop_2,gazoza,can,109263,330ml,34809.34
4887,2016-07-31,shop_2,lemon-boost,glass,39007,500ml,39770.83
4888,2016-07-31,shop_2,lemon-boost,plastic,34433,1.5lt,51034.73
4889,2016-07-31,shop_2,lemon-boost,can,41353,330ml,24644.98
4890,2016-07-31,shop_6,kinder-cola,glass,34145,500ml,46762.77
4891,2016-07-31,shop_6,kinder-cola,plastic,28474,1.5lt,80334.51
4892,2016-07-31,shop_6,kinder-cola,can,44585,330ml,32307.93
4893,2016-07-31,shop_6,adult-cola,glass,64343,500ml,67823.76
4894,2016-07-31,shop_6,adult-cola,plastic,42855,1.5lt,106170.81
4895,2016-07-31,shop_6,adult-cola,can,69643,330ml,46216.24
4896,2016-07-31,shop_6,orange-power,glass,59431,500ml,58496.45
4897,2016-07-31,shop_6,orange-power,plastic,44840,1.5lt,99181.35
4898,2016-07-31,shop_6,orange-power,can,92958,330ml,44520.27
4899,2016-07-31,shop_6,gazoza,glass,77874,500ml,55351.79
4900,2016-07-31,shop_6,gazoza,plastic,82956,1.5lt,76867.32
4901,2016-07-31,shop_6,gazoza,can,62864,330ml,26294.71
4902,2016-07-31,shop_6,lemon-boost,glass,50364,500ml,48757.91
4903,2016-07-31,shop_6,lemon-boost,plastic,36392,1.5lt,80857.92
4904,2016-07-31,shop_6,lemon-boost,can,78063,330ml,33676.29
4905,2016-07-31,shop_4,kinder-cola,glass,38148,500ml,35100.79
4906,2016-07-31,shop_4,kinder-cola,plastic,23099,1.5lt,65183.22
4907,2016-07-31,shop_4,kinder-cola,can,30673,330ml,22951.18
4908,2016-07-31,shop_4,adult-cola,glass,52950,500ml,48870.83
4909,2016-07-31,shop_4,adult-cola,plastic,40745,1.5lt,82202.2
4910,2016-07-31,shop_4,adult-cola,can,57792,330ml,35726.26
4911,2016-07-31,shop_4,orange-power,glass,55186,500ml,47585.7
4912,2016-07-31,shop_4,orange-power,plastic,45475,1.5lt,79957.16
4913,2016-07-31,shop_4,orange-power,can,68340,330ml,35020.32
4914,2016-07-31,shop_4,gazoza,glass,58236,500ml,41538.84
4915,2016-07-31,shop_4,gazoza,plastic,40039,1.5lt,57877.01
4916,2016-07-31,shop_4,gazoza,can,78948,330ml,28096.43
4917,2016-07-31,shop_4,lemon-boost,glass,39330,500ml,39010.41
4918,2016-07-31,shop_4,lemon-boost,plastic,37547,1.5lt,65343.64
4919,2016-07-31,shop_4,lemon-boost,can,44822,330ml,26623.99
4920,2016-07-31,shop_3,kinder-cola,glass,22632,500ml,22047.47
4921,2016-07-31,shop_3,kinder-cola,plastic,10290,1.5lt,35374.0
4922,2016-07-31,shop_3,kinder-cola,can,21857,330ml,17176.61
4923,2016-07-31,shop_3,adult-cola,glass,26024,500ml,30589.36
4924,2016-07-31,shop_3,adult-cola,plastic,4623,1.5lt,19945.82
4925,2016-07-31,shop_3,adult-cola,can,58567,330ml,21579.93
4926,2016-07-31,shop_3,orange-power,glass,27826,500ml,30066.06
4927,2016-07-31,shop_3,orange-power,plastic,37197,1.5lt,63383.69
4928,2016-07-31,shop_3,orange-power,can,94777,330ml,22897.03
4929,2016-07-31,shop_3,gazoza,glass,32497,500ml,24796.36
4930,2016-07-31,shop_3,gazoza,plastic,29685,1.5lt,34050.87
4931,2016-07-31,shop_3,gazoza,can,45693,330ml,17263.27
4932,2016-07-31,shop_3,lemon-boost,glass,29440,500ml,25948.75
4933,2016-07-31,shop_3,lemon-boost,plastic,18349,1.5lt,33085.85
4934,2016-07-31,shop_3,lemon-boost,can,26447,330ml,17400.26
4950,2016-08-31,shop_1,kinder-cola,glass,22607,500ml,23445.65
4951,2016-08-31,shop_1,kinder-cola,plastic,12991,1.5lt,46898.66
4952,2016-08-31,shop_1,kinder-cola,can,17047,330ml,15680.43
4953,2016-08-31,shop_1,adult-cola,glass,18676,500ml,26705.2
4954,2016-08-31,shop_1,adult-cola,plastic,36600,1.5lt,57364.46
4955,2016-08-31,shop_1,adult-cola,can,44478,330ml,23043.22
4956,2016-08-31,shop_1,orange-power,glass,30400,500ml,30241.62
4957,2016-08-31,shop_1,orange-power,plastic,22754,1.5lt,47564.83
4958,2016-08-31,shop_1,orange-power,can,43714,330ml,23382.22
4959,2016-08-31,shop_1,gazoza,glass,33082,500ml,24176.36
4960,2016-08-31,shop_1,gazoza,plastic,34073,1.5lt,41353.35
4961,2016-08-31,shop_1,gazoza,can,26403,330ml,11575.39
4962,2016-08-31,shop_1,lemon-boost,glass,22350,500ml,25257.09
4963,2016-08-31,shop_1,lemon-boost,plastic,20399,1.5lt,44158.62
4964,2016-08-31,shop_1,lemon-boost,can,37206,330ml,19336.92
4965,2016-08-31,shop_2,kinder-cola,glass,17657,500ml,24661.71
4966,2016-08-31,shop_2,kinder-cola,plastic,18509,1.5lt,50161.35
4967,2016-08-31,shop_2,kinder-cola,can,31686,330ml,18598.33
4968,2016-08-31,shop_2,adult-cola,glass,41050,500ml,44942.76
4969,2016-08-31,shop_2,adult-cola,plastic,20322,1.5lt,66832.63
4970,2016-08-31,shop_2,adult-cola,can,36039,330ml,24777.54
4971,2016-08-31,shop_2,orange-power,glass,33811,500ml,34202.73
4972,2016-08-31,shop_2,orange-power,plastic,37583,1.5lt,64460.64
4973,2016-08-31,shop_2,orange-power,can,44796,330ml,24713.81
4974,2016-08-31,shop_2,gazoza,glass,51559,500ml,34993.45
4975,2016-08-31,shop_2,gazoza,plastic,42449,1.5lt,41976.44
4976,2016-08-31,shop_2,gazoza,can,46988,330ml,18550.32
4977,2016-08-31,shop_2,lemon-boost,glass,25080,500ml,27900.78
4978,2016-08-31,shop_2,lemon-boost,plastic,24817,1.5lt,47616.56
4979,2016-08-31,shop_2,lemon-boost,can,37002,330ml,21518.43
4980,2016-08-31,shop_6,kinder-cola,glass,23879,500ml,36050.31
4981,2016-08-31,shop_6,kinder-cola,plastic,20128,1.5lt,64268.3
4982,2016-08-31,shop_6,kinder-cola,can,45506,330ml,30153.29
4983,2016-08-31,shop_6,adult-cola,glass,57800,500ml,63174.61
4984,2016-08-31,shop_6,adult-cola,plastic,39605,1.5lt,97584.13
4985,2016-08-31,shop_6,adult-cola,can,46522,330ml,36437.42
4986,2016-08-31,shop_6,orange-power,glass,56566,500ml,47041.94
4987,2016-08-31,shop_6,orange-power,plastic,33358,1.5lt,66945.72
4988,2016-08-31,shop_6,orange-power,can,90102,330ml,35124.67
4989,2016-08-31,shop_6,gazoza,glass,78413,500ml,53542.12
4990,2016-08-31,shop_6,gazoza,plastic,47308,1.5lt,59719.23
4991,2016-08-31,shop_6,gazoza,can,67679,330ml,27430.2
